video,scores
HERO-00h02m40s_res2160_mu3000_sigma300_rate3089_aqOn.yuv,9.23727911516522
HERO-00h02m40s_res600_mu800_sigma50_rate831_aqOn.yuv,8.63139357284322
HERO-00h02m40s_res2160_mu3000_sigma300_rate3089_aqOff.yuv,9.21610046940099
CHMA-101_res720_mu1500_sigma300_rate1826_aqOn.yuv,8.07547152625268
CHMA-101_res1080_mu5400_sigma300_rate5808_aqOn.yuv,8.526120646615
CHMA-101_res1080_mu500_sigma100_rate632_aqOn.yuv,7.1526194451683
CHMA-101_res2160_mu1000_sigma100_rate1126_aqOn.yuv,7.20116362652401
CHMA-101_res600_mu800_sigma200_rate461_aqOn.yuv,7.21042343729714
CHMA-101_res2160_mu3000_sigma300_rate3316_aqOn.yuv,8.13309092646842
CHMA-101_res2160_mu11200_sigma300_rate10762_aqOn.yuv,8.79062172226541
CHMA-101_res1080_mu1200_sigma100_rate1219_aqOn.yuv,7.68121420789966
HNNA-102_res1080_mu1200_sigma100_rate1218_aqOn.yuv,8.36943200841253
HNNA-102_res1080_mu5400_sigma300_rate5218_aqOn.yuv,8.78673681420905
HNNA-102_res2160_mu1000_sigma100_rate941_aqOn.yuv,7.6665328855024
HNNA-102_res720_mu1500_sigma300_rate1142_aqOn.yuv,8.3862348923794
HNNA-102_res600_mu800_sigma200_rate654_aqOn.yuv,8.19440849656041
HNNA-102_res2160_mu11200_sigma300_rate11721_aqOn.yuv,8.97174195814633
HNNA-102_res2160_mu3000_sigma300_rate2873_aqOn.yuv,8.41339844390969
HNNA-102_res1080_mu500_sigma100_rate449_aqOn.yuv,7.54426069806947
CHMA-313-2_res1080_mu1200_sigma100_rate954_aqOn.yuv,8.26331385401187
CHMA-313-2_res2160_mu1000_sigma100_rate1044_aqOn.yuv,8.09718726567567
CHMA-313-2_res720_mu1500_sigma300_rate1682_aqOn.yuv,8.74329610365657
CHMA-313-2_res600_mu800_sigma200_rate695_aqOn.yuv,8.42983424112139
CHMA-313-2_res1080_mu5400_sigma300_rate5646_aqOn.yuv,9.04600500054044
CHMA-313-2_res2160_mu3000_sigma300_rate3249_aqOn.yuv,8.80098668333293
CHMA-313-2_res2160_mu11200_sigma300_rate11194_aqOn.yuv,9.24190766136126
CHMA-313-2_res1080_mu500_sigma100_rate638_aqOn.yuv,8.06880942114785
MRSM-301_res1080_mu500_sigma100_rate475_aqOn.yuv,7.48746422521917
MRSM-301_res1080_mu1200_sigma100_rate1109_aqOn.yuv,8.33804125835075
MRSM-301_res600_mu800_sigma200_rate1060_aqOn.yuv,8.60434714142828
MRSM-301_res2160_mu11200_sigma300_rate11216_aqOn.yuv,9.3930746458437
MRSM-301_res2160_mu3000_sigma300_rate3297_aqOn.yuv,8.89857729314949
MRSM-301_res2160_mu1000_sigma100_rate1127_aqOn.yuv,7.97350989169298
MRSM-301_res1080_mu5400_sigma300_rate5519_aqOn.yuv,9.31856123882624
MRSM-301_res720_mu1500_sigma300_rate1542_aqOn.yuv,8.87625587828032
THBY-103_res600_mu800_sigma200_rate704_aqOn.yuv,8.17898888825472
THBY-103_res2160_mu11200_sigma300_rate11198_aqOn.yuv,9.38529649597762
THBY-103_res2160_mu1000_sigma100_rate922_aqOn.yuv,7.69752591082995
THBY-103_res2160_mu3000_sigma300_rate3264_aqOn.yuv,8.90007766040261
THBY-103_res1080_mu500_sigma100_rate564_aqOn.yuv,7.96247680244793
THBY-103_res1080_mu1200_sigma100_rate1054_aqOn.yuv,8.34037689281073
THBY-103_res720_mu1500_sigma300_rate1281_aqOn.yuv,8.72112900894647
THBY-103_res1080_mu5400_sigma300_rate5135_aqOn.yuv,9.20040301548956
HZLN_res1080_mu5400_sigma300_rate5291_aqOn.yuv,9.57525842397247
HZLN_res2160_mu3000_sigma300_rate3623_aqOn.yuv,9.46256436912335
HZLN_res1080_mu1200_sigma100_rate1339_aqOn.yuv,9.2718537995188
HZLN_res720_mu1500_sigma300_rate1481_aqOn.yuv,9.34954878987423
HZLN_res2160_mu1000_sigma100_rate1047_aqOn.yuv,8.88022824132588
HZLN_res1080_mu500_sigma100_rate391_aqOn.yuv,8.00177526030237
HZLN_res600_mu800_sigma200_rate667_aqOn.yuv,8.95622448674692
HZLN_res2160_mu11200_sigma300_rate11150_aqOn.yuv,9.66949228774951
BTFB-01h12m21s_res2160_mu11200_sigma300_rate10755_aqOn.yuv,9.13565843405847
BTFB-01h12m21s_res720_mu1500_sigma100_rate1624_aqOff.yuv,8.60840508533682
BTFB-01h12m21s_res600_mu800_sigma50_rate806_aqOff.yuv,8.35061142477254
BTFB-01h12m21s_res2160_mu3000_sigma300_rate3219_aqOn.yuv,8.7380941514954
BTFB-01h12m21s_res600_mu800_sigma50_rate806_aqOn.yuv,8.37599514251315
BTFB-01h12m21s_res1080_mu5400_sigma300_rate4777_aqOn.yuv,8.90380007164702
BTFB-01h12m21s_res1080_mu1200_sigma100_rate1238_aqOn.yuv,8.46865957633839
BTFB-01h12m21s_res2160_mu3000_sigma300_rate3219_aqOff.yuv,8.68141764734777
BTFB-01h12m21s_res720_mu1500_sigma100_rate1624_aqOn.yuv,8.64397785276242
BTFB-01h12m21s_res1080_mu500_sigma100_rate269_aqOn.yuv,6.9299030702818
BTFB-01h12m21s_res2160_mu1000_sigma100_rate922_aqOn.yuv,7.76346733595244
BTFB-01h12m21s_res1080_mu1200_sigma100_rate1238_aqOff.yuv,8.39672360299916
EplJuvVsRma-night1_res2160_mu1700_sigma0_rate1700_aqOn.yuv,7.4478810932765
EplJuvVsRma-night1_res2160_mu3000_sigma300_rate2520_aqOn.yuv,7.75617103274888
EplJuvVsRma-night1_res2160_mu11200_sigma300_rate10916_aqOn.yuv,8.92683175244855
EplJuvVsRma-night1_res600_mu800_sigma200_rate779_aqOn.yuv,7.29459825462632
EplJuvVsRma-night1_res1080_mu1200_sigma100_rate1252_aqOn.yuv,7.52498753419826
EplJuvVsRma-night1_res720_mu1500_sigma300_rate1235_aqOn.yuv,7.66544856149922
EplJuvVsRma-night1_res1080_mu5400_sigma300_rate5567_aqOn.yuv,8.67325159132164
EplJuvVsRma-night1_res1080_mu500_sigma100_rate534_aqOn.yuv,6.95169035731053
